estadoProyecto;personaAsignada;otraPersona;fechaDebate;numero;nombreProyecto;autores;ponentes;micrositio;accionSugerida;Objeto;numArticulado;sintesisArticulo;conceptos;consideraciones;votacionArticulo;conflictoDeInteres;estadoCi;estadoProposicion;linkProposicion;idUsuarioFK;otraPersonaFK
Aprobado C;DANIEL URREA ;;2024-11-27;192 DE 2025;LEY DE INTELIGENCIA ARTIFICIAL ETICA Y SOSTENIBLE PARA EL BIENESTAR SOCIAL;H.R.Olga Lucia Velasquez Nieto , H.R.Gloria Liliana Rodriguez Valencia , H.R.Jaime Raul Salamanca Torres , H.R.Wilmer Yair Castellanos Hernandez , H.R.Maria del Mar Pizarro Garcia;H.R. Alejandro Garcia Rios H.R. Diego Fernando Caicedo NavasH.R. Haiver Rincon Gutierrez;;NO ACTUAR;;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado C;DANIEL URREA ;;2024-05-28;207 DE 2023;Por medio de la cual se crean y formalizan las casas de la cultura a nivel departamental y distrital;H.S.Juan Carlos Garces Rojas , H.S.Julio Elias Vidal , H.S.Alfredo Rafael Deluque Zuleta , H.S.Jose Alfredo Gnecco Zuleta , H.S.Norma Hurtado Sanchez , H.S.Julio Elias Chagui Florez , H.S.Jose David Name Cardozo , H.S.Juan Felipe Lemos Uribe , H.S.John Moises Besaile Fayad H.R.Jose Eliecer Salazar Lopez , H.R.Victor Manuel Salcedo Guerrero , H.R.Hernando Guida Ponce , H.R.Alexander Guarin Silva , H.R.Teresa De Jesus Enriquez Rosero , H.R.Milene Jarava Diaz , H.R.Jorge Eliecer Tamayo Marulanda , H.R.Wilmer Ramiro Carrillo Mendoza , H.R.Camilo Esteban Avila Morales , H.R.Saray Elena Robayo Bechara , H.R.Diego Fernando Caicedo Navas , H.R.Ana Paola Garcia Soto , H.R.Astrid Sanchez Montes De Oca , H.R.Jorge Alberto Cerchiaro Figueroa , H.R.Ana Rogelia Monsalve Alvarez;H.R. Diego Fernando Caicedo Navas;https://www.camara.gov.co/casas-de-cultura;VIGILAR;Crear las casas de cultura como instituciones publicas adscritas a la estructura interna del responsable de cultura a nivel territorial ;16;;No hay ;Proposicion de aplazamiento: https://docs.google.com/document/d/1LqKVOgB3RlfT6ebJgra-bqleI0PM0zBS/edit;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado C;DANIEL URREA ;;2024-05-14;335 2023;Por medio de la cual se declara patrimonio cultural inmaterial de la nacion la semana santa en el distrito de santa cruz de mompox, departamento de bolivar y se dictan otras disposiciones;H.S.Enrique Cabrales Baquero;H.R. Eduard Alexis Triana Rincon;https://www.camara.gov.co/semana-santa-en-mompox;NO ACTUAR;declarar patrimonio cultural inmaterial de la nacion a la Semana Santa en el Distrito de Santa Cruz de Mompox, departamento de Bolivar. Asi mismo, reconocer a los creadores, impulsadores, gestores, promotores y desarrolladores de las distintas actividades culturales y tradicionales de la Semana Santa;5;1. Declara como patrimonio cultural la Semana Santa en Mompox  2. Reconoce estimulos de Ley General de Cultura a actores de este sector  3. Gobierno nacional y distrital velaran por estas actividades culturales  4. Autorizacion para asignar partidas presupuestales  5. Vigencia ;No hay;Es en esencia el mismo proyecto que la representante ha presentado anteriormente. No se identifican riesgos graves. Sin embargo, es importante plantearse la reflexion en cuanto a la singularidad de la poblacion en mencion: ¿que hace que esta comunidad precise un tratamiento diferencial a la luz de las convocatorias de estimulos al arte y la cultura? Es riesgoso que se comiencen a generar estas especificaciones territoriales a los estimulos. Lo ideal es que cada territorio, en este caso el distrito de Mompox, defina desde su propia circunscripcion cuales son los estimulos ideales para estas practicas. ;1. Si  2. No  3. Si  4. Si  5. Si ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado C;DANIEL URREA ;;2025-05-13;478 DE 2024;Por medio de la cual se regula el acceso de ninos, ninas y adolescentes a los servicios de redes sociales, plataformas digitales y se dictan otras disposiciones;H.S.Enrique Cabrales Baquero , H.S.Maria Fernanda Cabal Molina , H.S.Honorio Miguel Henriquez Pinedo , H.S.Esteban Quintero Cardona;H.R. Eduard Alexis Triana Rincon;https://www.camara.gov.co/proteccion-a-menores-de-edad-en-redes-sociales;NO ACTUAR;;;" 1. No tiene en cuenta las recomendaciones de ONU sobre las politicas de proteccion a menores en contextos digitales. Por el contrario, el proyecto de la senadora Soledad Tamayo (esta para Plenaria de Camara) si los considera. De aprobarse este proyecto se pone en riesgo ese otro, que es muy bueno y ya esta proximo a ser ley. En sintesis, se les quita agencia a los ninos y sus padres, estableciendo unicamente medidas de bloqueo tecnologico.  * Una prohibicion total del acceso de menores a redes sociales seria ineficaz y contraproducente, limitando su desarrollo personal, educativo y social, y aumentando su vulnerabilidad en redes menos reguladas; el consenso basado en la evidencia es que es mejor un enfoque educativo desde la corresponsabilidad del Estado, los padres y la sociedad, priorizando el acompanamiento parental sobre las restricciones absolutas.  Sobre el tramite:      1. No se han incluido a los representantes de jovenes en las discusiones      2. Se aprobo en Senado con la condicion de una mesa tecnica, pero esta no se realizo con participacion de los Representantes de la comision VI, de la sociedad civil, ni de los expertos. "; Conceptos con alertas negativas:      1. MinTIC     2. SIC      3. comision de Regulacion en Comunicaciones      4. Minhacienda      5. Mesa Colombiana de Gobernanza en Internet      6. Asociacion Latinoamericana de Internet ;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado C;VALENTINA RODRIGUEZ ;;2025-06-03;574 DE 2024;POR MEDIO DE LA CUAL SE CREA EL PROGRAMA DE ALIMENTACION UNIVERSITARIA  PAU  PARA LAS UNIVERSIDADES PUBLICAS DE COLOMBIA. ;;;;NO ACTUAR;La presente ley tiene por objeto crear el Programa de Alimentacion Universitaria para garantizar el acceso a una alimentacion adecuada y nutritiva a los estudiantes de pregrado en condicion socioeconomica vulnerable de las Universidades Publicas del pais. Este programa sera una herramienta para mejorar la permanencia educativa, el rendimiento academico, el fomento de estilos de vida saludables y la ampliacion de la cobertura de los programas de alimentacion actuales;14;1. objeto  2. ambito de aplicacion en todo el pais  3. Creacion del PAU  4. Modalidad: comida o bono  5. Fuentes de servicio  6. Distribucion de recursos  7. Diseno del programa  8. Beneficios  9. Criterios de seleccion  10. Educacion nutricional  11. Monitoreo  12. Informes publicos  13. Implementacion  14. Vigencia ;No hay ;No hay alertas. Este proyecto busca crear un programa de alimentacion para estudiantes universitarios de bajos recursos economicos ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado C;JUAN PABLO CARDONA ;;2024-06-18;368 DE 2024;Por medio de la cual se establece la educacion en lengua de senas colombiana en todas las instituciones educativas y se dictan otras disposiciones;H.R.Alvaro Leonel Rueda caballero , H.R.Carlos Felipe Quintero Ovalle , H.R.Carlos Adolfo Ardila Espino;H.R. Dolcey Oscar Torres Romero;https://www.camara.gov.co/lenguaje-de-senas-0;NO ACTUAR;Implementar la Modalidad Bilingüe Bicultural para personas sordas, garantizando entornos pedagogicos propicios para el desarrollo de una oferta educativa flexible dentro del contenido del plan de estudios de las Instituciones Educativas de preescolar, media y basica con presencia de poblacion sorda, asi como promover la ensenanza de la Lengua de Senas Colombiana para poblacion oyente en las instituciones publicas y privadas;17;1. Objeto 2. Principios 3. Definiciones 4. Ambito de aplicacion y destinatarios 5. Plan de implementacion gradual de la Modalidad Bilingüe Bicultural 6. Evaluacion y seguimiento 7. Programas de formacion profesional como interpretes en lengua de senas a docentes. 8. Programas de formacion, capacitacion y actualizacion pedagogica continua que incluyan la Lengua de Senas Colombiana (LSC) 9. Programas de capacitacion y formacion en LSC a servidores publicos.  10. Programas de capacitacion y formacion en LSC a contratistas que prestan una funcion publica.  11. Programas de capacitacion y formacion en LSC a familiares, cuidadores y circulo personal.  12. Medidas de implementacion.  13. Convenios entre entes territoriales y el SENA.  14. Promocion de la inscripcion en el Registro Nacional de Interpretes de Lengua de Senas Colombiana.  15. Sanciones a instituciones publicas y privadas que no cumplan con estas disposiciones. 16. Remision 17. Vigencia;Sin conceptos.;Sin alertas.;Positivos. ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado C;JUAN PABLO CARDONA ;;;428 DE 2024;Por medio de la cual se modifica la ley 769 de 2002 para la implementacion de la poliza de seguros rce para vehiculos de uso particular, motocicletas y similares - ley de movilidad agil y segura;H.R.Julian David Lopez Tenorio , H.R.Hernando Gonzalez;H.R.Julian David Lopez Tenorio , H.R.Hernando Gonzalez;https://www.camara.gov.co/movilidad-agil-y-segura;NO ACTUAR;Tiene por objeto establecer como obligatoria la contratacion de la poliza del seguro de Responsabilidad Civil Extracontractual por danos materiales a terceros para vehiculos de uso particular y motocicletas.  La cobertura minima del seguro para vehiculos particulares es de 15 salarios minimos, mientras que el de motos es de 7 salarios minimos.   El valor del seguro lo determina cada empresa aseguradora.   El proyecto entra en vigencia a partir de los 4 meses de su promulgacion.;3;1. Objeto del PL, modificacion del articulo 42A del Codigo de Transito y elementos del seguro.  2. Regimen de transicion. 3. Vigencia;No existen hasta el momento. Sin embargo, se consulto informalmente a Fasecolda por su opinion.;En terminos teoricos, el tener que pagar obligatoriamente este seguro es positivo pues puede aumentar la proteccion de los terceros gravemente heridos o heridos en siniestros de transito.   Muchos paises del mundo, como Estados Unidos, obligan a contratar este tipo de seguros los cuales cubren no solamente los danos al conductor o a sus pasajeros, sino a terceros. Asi, con la existencia de este proyecto, el sistema de aseguramiento por siniestros de transito en el pais cambiaria sustancialmente.   Sin embargo, este cambio plantea varias preguntas:  1.¿Cual seria el valor promedio de cada seguro?  2. De por si el porcentaje de evasion del SOAT es bastante alto en el pais, especialmente en los motociclistas. Esto plantea problemas practicos para la implementacion y exigencia de este seguro.  3. El seguro solo cubre danos materiales. ¿Deberia cubrirse los danos morales (dano a la vida en pareja, tristeza, etc.)?  Sugiero votar este proyecto de ley positivo pues es una iniciativa que pretende aumentar la cobertura por los danos generados a terceros, por lo que se estaria apoyando a las victimas por siniestros de transito. No obstante, el proyecto aun genera diferentes dudas que en su tramite se deberian resolver con los autores.;1. Positivo 2. Positivo 3. Positivo;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado C;JUAN PABLO CARDONA ;;2025-02-19;103 DE 2024;Por medio del cual se modifica la ley 105 de 1993 y se estructura tarifa diferencial en los peajes de la infraestructura de transporte;H.R Carlos Felipe Quintero Ovalle;H.R. Luis Carlos Ochoa;https://www.camara.gov.co/tafirfa-diferencial-en-peajes;NO ACTUAR;El objeto de la presente ley es crear lineamientos para la fijacion de tarifas diferenciales de peajes, asi como los factores incidentes en el incremento anual en la infraestructura de transporte a cargo de la nacion y de las entidades territoriales;7;1. Objeto 2. Modificacion a las Tasas, Tarifas y peajes en la infraestructura de transporte a cargo de la Nacion 3. Reduccion de tarifa por entrega de obra de infraestructura 4. Tarifa diferencial en razon a el domicilio del propietario del vehiculo 5. Modificacion del contrato de concesion 6. Incremento anual de la tarifa 7. Vigencia;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado C;VALENTINA RODRIGUEZ;;2025-04-22;472 DE 2024;Escuelas normales ;H.S.Soledad Tamayo Tamayo , H.S.Nadya Georgette Blel Scaf , H.S.Juan Carlos Garcia Gomez , H.S.Jose Alfredo Marin Lozano , H.S.Beatriz Lorena Rios Cuellar , H.S.Esteban Quintero Cardona , H.S.Laura Esther Fortich Sanchez , H.S.Pedro Hernando Florez Porras , H.S.Liliana Esther Bitar Castilla , H.S.Gustavo Adolfo Moreno Hurtado , H.S.Nicolas Albeiro Echeverri Alvaran , H.S.Efrain Jose Cepeda Sarabia;H.R. Hernando Gonzalez;https://www.camara.gov.co/escuelas-normales-superiores;NO ACTUAR;La presente ley tiene como objetivo reconocer a las escuelas normales superiores como instituciones de educacion superior de naturaleza juridica especial, asi como establecer disposiciones para su regulacion y fortalecimiento misional en el contexto educativo del pais.;17;1. Objeto  2. Definiciones  3. Las escuelas normales superiores aprobadas estan autorizadas para ensenar y otorgar el titulo de docente rural.  4. Mineducacion y las entidades territoriales otorgaran la personaria juridica de las instituciones  5. Regimen especial  6. Objetivos de las escuelas normales superiores  7. Competencias de las escuelas normales superiores  8. Financiamiento por la nacion y el SGP  9. Fortalecimiento de la infraestructura  10. Fomento de la calidad  11. MIneducacion acompanara a las escuelas en su oferta de educacion superior  12. Inspeccion y vigilancia por Mineducacion  13. Gratuidad y fomento  14. Reglamentacion tiene plazo de 1 ano  15. Priorizacion en los contratos estatales (ALERTA)  16. Regimen de transicion por 5 anos  17. Vigencia ;Alcaldia de Medellin: no hay alertas, solo proponen cambios de forma ;Este proyecto busca reconocer a las escuelas normales superiores como instituciones de educacion superior de naturaleza juridica, este proyecto regula y fortalece la formacion de licenciados en educacion inicial, basica y primaria en la ruralidad. En general es un buen proyecto, solo hay una ALERTA en el articulo 15, ya que propone priorizar a las personas egresadas de las escuelas normales superiores en los procesos de seleccion de contratacion estatal. ;1. si  2. si  3. si  4. si  5. si  6. si  7. si  8. si  9. si  10. si  11. si  12. si  13. si  14. si  15. NO  16. si  17. si ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado C;MATEO GRISALES ;;2024-11-05;131 DE 2024;POR LA CUAL SE CREA EL CONSEJO NACIONAL DE TECNOLOGOS EN SALUD Y SE DICTAN OTRAS DISPOSICIONES.;H.R.Ruth Amelia Caycedo Rosero , H.R.James Hermenegildo Mosquera Torres , H.R.Ana Paola Garcia Soto , H.R.Daniel Restrepo Carmona , H.R.Jorge Alexander Quevedo Herrera , H.R.Carlos Adolfo Ardila Espinosa , H.R.Juana Carolina Londono Jaramillo , H.R.Alfredo Ape Cuello Baute , H.R.Ingrid Marlen Sogamoso Alfonso;H.R. Ingrid Marlen Sogamoso Alfonso;https://www.camara.gov.co/tecnologos-en-salud;NO ACTUAR;La presente ley tiene por objeto reglamentar los criterios que permitan crear el Consejo Nacional de Tecnologos en Salud y profesiones Afines, se fija la expedicion de la matricula profesional, asi como la inscripcion en el registro profesional correspondiente.;8;1. Objeto  2. Tecnologos y tecnicos profesionales en salud  3. Consejo Nacional de Tecnologos en salud y profesiones afines  4. Funciones  5. Consejos Departamentales de Tecnologos en salud  6. Requisitos para expedir la matricula profesional  7. Ejercicio ilegal  8. Responsabilidad Profesional ;Sin conceptos;El proyecto no expone la necesidad de crear un consejo nacional de tecnologos en salud. No hay alertas al proyecto salvo por el articulo 5. Consejos Departamentales de Tecnologos en Salud. No se evidencia la necesidad de crear consejos departamentales, no se les asignan funciones especificas y podrian representar un obstaculo entre los profesionales y el Consejo Nacional. Ademas, los Consejos Profesionales tienen dificultades economicas y crear consejos departamentales podria representar mayores gastos innecesarios. ;Positivos todos menos el articulo 5;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
