estadoProyecto;personaAsignada;otraPersona;fechaDebate;numero;nombreProyecto;autores;ponentes;micrositio;accionSugerida;Objeto;numArticulado;sintesisArticulo;conceptos;consideraciones;votacionArticulo;conflictoDeInteres;estadoCi;estadoProposicion;linkProposicion;idUsuarioFK;otraPersonaFK
Aprobado P;VALENTINA RODRIGUEZ ;VALENTINA SOSSA;2025-05-06;479 DE 2024;Por medio de la cual se modifica la Ley 549 de 1999 con el fin de garantizar el financiamiento pasivo pensional de las Entidades Territoriales y el Fondo Nacional de pensiones de las Entidades Territoriales;;;https://www.camara.gov.co/financiamiento-pasivo-pensional;NO ACTUAR;Modificar la ley 549 de 1999 con el fin de garantizar el financiamiento del pasivo pensional de las entidades territoriales y el fondo nacional de pensiones de las entidades territoriales.;17;1. Objeto  2. Cobertura de los pasivos pensionales  3. Fuentes para la financiacion y pagos de los pasivos pensionales  4. Fondo Nacional de Pensiones de las Entidades Territoriales FONPET 5. Reglas para el funcionamiento del FONPET 6. Comite directivo del fondo 7. Informacion y responsabilidad disciplinaria  8. bono pensional  9. Inspeccion vigilancia y control  10. giros al FOMAG  11. giros de FONPET  12. Recursos de excedentes de cada sector  13. Obligaciones de la nacion con el fonpet  14. Aportes para gastos de inversion  15. modificaciones previamente aprobadas por el FONPET  16. Vigencia ;;Este proyecto busca fortalecer la sostenibilidad financiera del sistema pensional, asegurando que las entidades territoriales cumplan con sus obligaciones y participen activamente en la administracion de los recursos destinados a las pensiones. Se busca que alcaldias y gobernaciones tengan una participacion mas activa en la definicion y manejo de los recursos para el pago de pensiones, que actualmente estan centralizados en el Gobierno Nacional.   Este proyecto busca aliviar la presion financiera, permitiendo que los entes territoriales optimicen el uso de sus fondos y puedan invertir en otras areas clave para el desarrollo local. Se realizara por medio de entidades como FONPET y minhacienda ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;7
Aprobado P;VALENTINA RODRIGUEZ;;;030 DE 2023;Por medio de la cual la nacion y el Congreso de la Republica conmemoran los 173 anos de la Ley 2 de 1851 que abolio la esclavitud, se crean el Centro de Pensamiento Negro, Afrocolombiano, Raizal y Palenquero y el Museo Negro, Afrocolombiano, Raizal y Palenquero y se dictan otras disposiciones;;;;NO ACTUAR;Conmemorar los 172 anos de los esclavos en Colombia mediante la Ley 2 de 1851, crea el centro de pensamiento negro, afrocolombiano, raizal y palanquero, crea el museo de la esclavitud y la libertad y dicta otras disposiciones;10;1. Objeto  2. Conmemoracion: Todos los 21 de mayo el congreso realizara actos conmemorativos a la comunidad negra, afrocolombiana, raizal y palenquera.  3. Autoricese al Gobierno Nacional para crear el Centro de Pensamiento Negro, Afrocolombiano, Raizal y Palenquero.  4. El objeto del C.P es promover investigaciones para la reparacion de la desigualdad historica de la discriminacion racial. Funcionamiento a cargo de MinCultura.  5. Autoricese al Gobierno Nacional para crear el Museo Negro, Afrocolombiano, Raizal y Palenquero. MinCultura determinara las especificaciones.  6. Objeto, estructura y funcionamiento.  7. Presupuesto: Presupuesto general de la nacion, donaciones publicas y privadas, el GN podra establecer incentivos tributarios a las personas naturales o juridicas que realicen donaciones al Centro de Pensamiento y/o museo.  8. El centro de pensamiento y el museo trabajaran en coordinacion con la comision intersectorial nacional de reparacion historica.  9. MinCultura promocionara y promovera las actividades del centro de pensamiento y del museo.  10. Vigencia. ;No hay conceptos oficiales hasta ahora. Sin embargo, en la comision accidental del PL el Ministro de Cultura manifesto total apoyo al proyecto y a la creacion del centro de pensamiento y al museo. ;No hay alertas. ;Votar todo positivo. ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado P;VALENTINA SOSSA;;;204 DE 2023;Por medio de la cual se establecen medidas para dignificar a los cuidadores de personas con discapacidad, y se dictan otras disposiciones;;;https://www.camara.gov.co/oportunidades-cuidadores;NO ACTUAR;Busca dignificar el rol de los cuidadores de personas con discapacidad, permitiendo su acceso a programas de emprendimiento, vivienda, al sistema de salud, a espacios de participacion y de planificacion de los entes territoriales.;10;1. Objeto.  2. Programas y acceso laboral flexible- cursos de capacitacion a traves del SENA en la modalidad presencial, virtual y/o a distancia en conocimientos sanitarios y nociones de enfermeria. 3. Derecho a la vivienda de los cuidadores de personas con discapacidad- ajustes a sus programas y politicas del Ministerio de Vivienda, Ciudad y Territorio para quienes se encuentren en el Registro para la Localizacion y Caracterizacion de Personas con Discapacidad (RLCP). 4. Programas de vivienda no prioritaria-  programas de vivienda no prioritaria con al menos el 5% de unidades habitacionales destinadas a personas con discapacidad. 5. Programas de actividad fisica, recreacion y deporte para cuidadores de personas con discapacidad - a traves del Ministerio de la Igualdad y la equidad en articulacion con el Sistema Nacional de Cuidado por medio de un plan con enfoque diferencial para promover programas recreativos, deportivos y de actividad fisica. 6. Eliminacion de cobro de cuotas moderadoras y copagos. 7. Apoyo psicosocial para los cuidadores de personas con discapacidad- por medio del Plan Decenal de Salud Publica. 8. Priorizacion del Homecare para personas con discapacidad y sus cuidadores- priorizados a traves del Ministerio de Salud y Proteccion Social. 9. Espacios gratuitos de television publica- por medio de RTVC. 10. Vigencia y derogatorias.;Hay conceptos del Ministerio de Vivienda y de Trabajo en donde sugieren algunas modificaciones en los articulos que no son de fondo, pero si pueden ser importantes para dar mas claridad normativa y permitir una efectiva implementacion de lo dispuesto. No hay concepto del Ministerio de salud que tambien es importante para las obligaciones que se incluyen en la iniciativa.;"No hay alertas; sin embargo, si es necesario que se incluyan las modificaciones propuestas por los ministerios. A la espera de las proposiciones que se presenten para mejorar el articulado ";Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;VALENTINA SOSSA;;;366 DE 2024;Por medio de la cual se adoptan medidas de prevencion, proteccion, reparacion y penalizacion de la violencia digital de genero y se dictan otras disposiciones;;;;NO ACTUAR;;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;CAMILO QUINTERO ;;;281 DE 2023;Por el cual se crea y reglamenta la pesca de turismo como practica sostenible para la diversificacion del sector pesquero y se dictan otras disposiciones;;;;NO ACTUAR;Por el cual se crea la actividad de pesca de turismo como practica sostenible para la diversificacion del sector pesquero y se dictan otras disposiciones;9;Articulo 1°. Objeto de la ley.  Articulo 2°. Modifica el al articulo 8° de la Ley 13 de 1990, para incluir la categoria de pesca de turismo.  Articulo 3°. Modifica el articulo 273 del Decreto numero 2811 de 1974, para incluir la categoria de pesca de turismo.  Articulo 4°. Modificacion al articulo 74 del Decreto numero 2811 de 1974, para incluir un nuevo literal j con el fin de delimitar las zonas excluidas para el ejercicio de la pesca turistica.  Articulo 5°. Modificacion al articulo 277 del Decreto numero 2811 de 1974 para delimitar las zonas excluidas de la pesca turistica.  Articulo 6°. Modificacion al articulo 287 del Decreto numero 2811 de 1974 para la formulacion e implementacion de planes, programas y proyectos que busquen mejorar las condiciones economicas y sociales de los actores involucrados en la pesca de turismo.  Articulo 7°. Principios del ejercicio de la pesca de turismo.  Articulo 8°. Reglamentacion del ejercicio de la pesca de turismo.  Articulo 9°. Contiene la vigencia y deroga disposiciones que contrarian lo establecido en los articulos anteriores;Asocapitales conceptuo favorablemente;El PL puede ser polemico para la bancada animalista porque crea, define y reglamenta la pesca de turismo con ciertas condiciones que favorecen regiones menos favorecidas. Dependiendo del ambiente en el Congreso sugiero votar positivo paro no quemarse si hay contexto desvorable. Losada esta promoviendo una proposicion de archivo.    La creacion de la pesca de turismo brinda herramientas de desarrollo sostenible de las comunidades que viven de esa actividad, genera empleo, busca el fortalecimiento en la promocion de la cultura de las regiones, posiciona a Colombia como potencia mundial de este tipo de practicas, en provecho de su riqueza natural e hidrica, de la mano con la educacion, sostenibilidad e investigacion cientifica.  La pesca de turismo se practica en zonas apartadas del pais que no gozan de una economia que ofrezca alternativas productivas competitivas. En estas zonas, la realizacion de la pesca de turismo se asocia al derecho al trabajo de las comunidades, a la generacion de ingresos necesarios para la atencion del minimo vital, a contribuir a la reduccion de la pobreza y a atender la seguridad alimentaria de las comunidades marginadas. En este sentido, es una fuente de ingresos para los diferentes actores involucrados, principalmente en las ciudades riberenas y maritimas, donde se presenta como una alternativa a la ilegalidad y marginalidad.  Por otro lado, la pesca turistica permite salvaguardar el principio de desarrollo sostenible, al permitir que los guias y pescadores sean un actor fundamental como veedores del estado real de los ecosistemas donde se desarrolla esta actividad. De este modo, permitiria la preservacion de las especies y brindar un escenario para el estudio cientifico en las areas en donde se desarrolle esta practica.   En conclusion, La creacion de la pesca de turismo brinda herramientas de desarrollo sostenible de las comunidades que viven de esa actividad, genera empleo, busca el fortalecimiento en la promocion de la cultura de las regiones, posiciona a Colombia como potencia mundial de este tipo de practicas, en provecho de su riqueza natural e hidrica, de la mano con la educacion, sostenibilidad e investigacion cientifica.;Articulo 1°. Objeto de la ley. POSITIVO  Articulo 2°. Modifica el al articulo 8° de la Ley 13 de 1990, para incluir la categoria de pesca de turismo. POSITIVO  Articulo 3°. Modifica el articulo 273 del Decreto numero 2811 de 1974, para incluir la categoria de pesca de turismo. POSITIVO  Articulo 4°. Modificacion al articulo 74 del Decreto numero 2811 de 1974, para incluir un nuevo literal j con el fin de delimitar las zonas excluidas para el ejercicio de la pesca turistica. POSITIVO  Articulo 5°. Modificacion al articulo 277 del Decreto numero 2811 de 1974 para delimitar las zonas excluidas de la pesca turistica. POSITIVO  Articulo 6°. Modificacion al articulo 287 del Decreto numero 2811 de 1974 para la formulacion e implementacion de planes, programas y proyectos que busquen mejorar las condiciones economicas y sociales de los actores involucrados en la pesca de turismo. POSITIVO  Articulo 7°. Principios del ejercicio de la pesca de turismo. POSITIVO  Articulo 8°. Reglamentacion del ejercicio de la pesca de turismo. POSITIVO  Articulo 9°. Contiene la vigencia y deroga disposiciones que contrarian lo establecido en los articulos anteriores POSITIVO ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;DANIEL URREA;;2025-10-01;363 DE 2024;Por medio de la cual se exalta el cultivo, produccion y procesamiento del caucho natural, se reconoce al municipio de el Doncello Caqueta como cuna del caucho natural en Colombia y se promueve el festival de la danza de la labor cauchera;H.R.Hector Mauricio Cuellar Pinzon;H.R. Ingrid Marlen Sogamoso Alfonso;https://www.camara.gov.co/caucho-natural;NO ACTUAR;;8 (typo, falta numerar el ultimo);1. Exaltacion de los oficios relacionados con el caucho  2. Reconocimiento a municipio Doncello, Caqueta, como cuna de estos oficios. Paragrafo: promover el festival de la danza de la labor cauchera. Paragrafo 2, faculta a Minculturas a asesorar postulacion del festival a lista representativa.  3. Fomento de las actividades relacionadas con el caucho desde varias entidades publicas.  4. Autoriza administraciones departamentales para transmision de saberes del caucho  5. Autorizacion para incorporacion presupuestal.  6. Formacion para la cadena de valor del caucho  7. Autorizacion a Minculturas para incorporar al presupuesto general y los bancos de proyectos.  8. Vigencia ;No hay ;No se identifican alertas. ;Positivo todos;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado P;VALENTINA RODRIGUEZ;;2024-05-07;385 DE 2024;Por medio del cual se incentiva la cultura, a los artistas y a los artesanos en Colombia mediante la creacion del programa Arte al Parque y se dictan otras disposiciones;H.S.Edwing Fabian Diaz Plata;H.R. Jaime Raul Salamanca Torres;https://www.camara.gov.co/arte-al-parque;NO ACTUAR; La presente ley tiene como objeto incentivar y articular la cultura a nivel nacional, mediante la creacion, diseno y promocion de programas, iniciativas y espacios culturales que promuevan las tradiciones artisticas y culturales de la region, los saberes ancestrales de los artistitas y artesanos con el fin de favorecer espacios para la familia y las comunidades en general, asi como buscar el desarrollo laboral y economico de los artistas, artesanos, creadores y gestores culturales en Colombia.;9;1. Objeto  2. Crea programa Arte al Parque.  3. Ambito de aplicacion  4. Programacion.  5. Convocatoria  6. Inscripcion en Soy Cultura  7. Publicidad.  8. Fuentes de financiacion 9. Vigencia;MinCultura requiere ajustes en el articulado ;El proyecto de ley incorporo las recomendaciones del Mincultura y con esto se resolvieron los principales aspectos problematicos que tenia en su version aprobada en Senado. ;1. Si  2. Si  3. Si  4. Si  5. Si 6. Si  7. Si  8. Si  9. Si ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado P;JUAN PABLO CARDONA ;;;437 DE 2024;Por el cual se fortalece la autonomia de los departamentos, distritos y municipios, se modifica el articulo 356 y 357 de la constitucion politica y se dictan otras disposiciones (Primera Vuelta).;;;;NO ACTUAR;La iniciativa busca fortalecer la autonomia territorial, estableciendo una meta en el Sistema General de Participaciones de los Departamentos, Distritos y Municipios de minimo el 46,5% de los ingresos corrientes de la Nacion, a partir del ano 2035. Con este fin, se modifican lo articulos 356 y 357 de la Constitucion Politica.;2;1. Modificacion al articulo 356 C.P.: Modificacion de los criterios de distribucion de los recursos del Sistema General de Participaciones. 2. Modificacion al articulo 357 C.P.: establece que el SGP de los departamentos, distritos y municipios crecera como porcentaje de los ingresos corrientes de la Nacion hasta llegar a ser como minimo el 46,5% a partir del 2025;MinHacienda.   El concepto es negativo frente a los dos articulos.   Frente al art. 356 dicen: La iniciativa busca fortalecer la autonomia territorial, estableciendo una meta en el Sistema General de Participaciones de los Departamentos, Distritos y Municipios de minimo el 46,5% de los ingresos corrientes de la Nacion, a partir del ano 2035.   Frente al art. 357 dicen: cualquier propuesta de aumento en el monto de las transferencias deberia ir acompanada de un analisis detallado de las competencias a cargo de cada uno de los niveles de gobierno, en el que se tenga en cuenta que la Nacion se ve afectada en la misma proporcion que se pretenda transferir a las entidades territoriales.;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado P;VALENTINA RODRIGUEZ;;;415 DE 2024; Por medio del cual se modifica la ley 2165 de 2021, el articulo 342 de la ley 2294 de 2023 y se dictan otras disposiciones;;;https://www.camara.gov.co/cael;NO ACTUAR;La- presente ley tiene como objeto principal desarrollar lo establecido en el articulo 342 de la ley 2294 del 2023, para lo cual: El Centro de Altos Estudios Legislativos JORGE AURELIO IRAGORRI HORMAZA (en adelante CAEL) tendra como objetivos la ensenanza, instruccion y la investigacion y formacion cientifica, desarrollo tecnologico e innovacion, relaciones internacionales, servira como apoyo directo a la labor legislativa y de control que ejerzan los Congresistas y las Camaras Legislativas, las que podran ser aplicadas en los diferentes niveles de organizacion territorial del Estado. El Centro de Altos Estudios Legislativos - CAEL propiciara la difusion de las ciencias juridicas legislativas directamente y/o con entidades de caracter nacional e internacional y podra vincularse a programas o proyectos con instituciones de cooperacion internacional, redes, parlamentos, congresos y asambleas nacionales de otros paises, entidades extranjeras u organismos internacionales con el fin de aunar esfuerzos que produzcan, afiancen, proyecten y difundan los conocimientos referidos para el desarrollo y perfeccionamiento de las funciones de la Rama Legislativa.;7;1. Objeto  2. Naturaleza y Denominacion  3. Estructura Basica  4. Funciones Generales  5. Sede y Domicilios 6. Capacitacion a los congresistas  7. Vigencia ;MinHacienda: Cuenta con concepto negativo y sugieren realizar cambios en el articulado.  MinEducacion: Tiene concepto positivo y manifiestan su apoyo a la iniciativa. ;Este proyecto busca definir las funciones administrativas de CAEL y darle autonomia como institucion. Asi mismo, busca vincular la practica legislativa con las universidades publicas y privadas mediante las practicas estudiantiles.  MinHacienda da concepto negativo y busca re-tramitar la ley, sin embargo, este proyecto beneficia el programa creado por Gregorio Eljach y no es conveniente oponernos. Pendientes al debate. ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado P;VALENTINA SOSSA;;2025-04-23;217 DE 2024;Por la cual se modifica el articulo 687 del Codigo Civil, se incluye el numeral 17 al articulo 594 de la Ley 1564 de 2012 Codigo General del Proceso, se incorporan los animales domesticos de compania y de soporte emocional y se declara su inembargabilidad;;;;NO ACTUAR;Modifica el articulo 687 del Codigo Civil y el articulo 594 del Codigo General del Proceso para crear la subclase de animales domesticos de compania y de soporte emocional y de declarar su inembargabilidad para que no puedan ser sustraidos de sus nucleos familiares por medidas cautelares de procesos judiciales.;4;1. Objeto 2. Se modifica el articulo 687 del Codigo Civil precisando la definicion de Animales bravios, domesticos, domesticos de compania y domesticados 3. Se anaden como bien inembargable los animales domesticos de compania y de soporte emocional  4. Vigencia ;;El proyecto busca proteger a los animales de compania frente a situaciones legales que desconocen su condicion de seres sintientes. Aunque desde 2016,en Colombia se reconoce a los animales como seres con capacidad de sentir, el Codigo Civil aun los clasifica como cosas, lo que permite que sean objeto de embargos judiciales, de manera que, este vacio legal ha dado lugar a que mascotas sean tratadas como bienes embargables, generando un impacto emocional profundo en sus cuidadores y afectando el deber de proteccion animal.;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;CAMILO QUINTERO ;;;330 DE 2022;Por el cual se prioriza los recursos de creditos agropecuarios al sector primario en colombia y se dictan otras disposiciones;;;;NO ACTUAR;Busca priorizar los recursos establecidos por el gobierno nacional hacia los pequenos y medianos productores agropecuarios, hacia la inversion agropecuaria y lineas productivas.;13;1. Modifiquese el articulo 2º de la Ley 16 de 1990 2. Del Credito de Fomento Agropecuario y los criterios para su programacion. 3. Adicionese un articulo nuevo a la Ley 16 de 1990 4. Modifiquese el articulo 28 de la Ley 16 de 1990 5. Adicionese un articulo nuevo a la Ley 16 de 1990 6. Adicionese un articulo nuevo a la Ley 16 de 1990 7. Adicionese un articulo nuevo a la Ley 16 de 1990 8. Modifiquese el numeral 2 del articulo 227 del Estatuto Organico del Sistema Financiero, 9. odifiquese el numeral 4 y adicionese un numeral 8 al articulo 230 del Estatuto Organico del Sistema Financiero;El proyecto de ley tuvo las siguientes conceptos Finagro: Con ajustes MinHacienda: Con ajustes Banco de la Republica: Con ajustes MinAgricultura: negativa  SuperFinanciera: Con ajustes;Por lo que, se considera importante que se analicen armonicamente las disposiciones que se buscan modificar mediante el Proyecto de Ley frente a lo recientemente aprobado por el Congreso de la Republica en la Ley 2294 de 2023 en relacion con las funciones asignadas a Finagro, las inversiones a traves de los Titulos de Desarrollo Agropecuario y la comision Nacional de Credito Agropecuario, para evitar incurrir en contradicciones que deriven en una inseguridad juridica. Lo anterior, teniendo en cuenta que el Plan Nacional de Desarrollo para la vigencia 2022  2026 marca los lineamientos para el crecimiento del pais y es la hoja de ruta para el desarrollo de los objetivos establecidos por el Gobierno nacional para este cuatrienio, dentro de los cuales, se encuentran la democratizacion del credito y la educacion financiera, especialmente en el sector agropecuario y rural.;Importante que los ponentes hagan los ajustes del PL de acuerdo a los conceptos de las entidades para poder apoyar el PL;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;JUAN PABLO CARDONA;;2025-04-01;283 DE 2024;"Proyecto de Ley N° 283 de 2024 Camara Por medio del cual se declara patrimonio cultural inmaterial de la nacion la Gran Parada del sur del municipio de Manati en el departamento del Atlantico;";HRs. GERSEL LUIS PEREZ ALTAMIRANDA, MONICA KARINA BOCANEGRA PANTOJA, ERIKA TATIANA SANCHEZ PINTO, LUZ AYDA PASTRANA LOAIZA, BETSY JUDITH PEREZ ARANGO, MODESTO ENRIQUE AGUILERA VIDES, GILMA DIAZ ARIAS. ;HR. YULIETH ANDREA SANCHEZ CARREnO;https://www.camara.gov.co/la-gran-parada;NO ACTUAR;reconocer como Patrimonio Cultural Inmaterial de la Nacion La Gran Parada del Sur del municipio de Manati en el departamento del Atlantico;5;1. Objeto 2. Rendir honores al municipio en el Congreso, con nota de estilo a la Alcaldia y la Gobernacion  3. Faculta para inclusion en lista representativa de Patrimonio  4. Autoriza incorporacion de recursos del presupuesto para realizacion anual  5. Vigencia y derogatorias ;Sin conceptos;Sin alertas, pero es un proyecto como tantos de los que cuestionamos su pertinencia y eficiencia. Se vota positivo por ser un asunto cultural. ;Positivos;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado P;VALENTINA SOSSA;;;407 DE 2024;Por el cual se reforma la constitucion politica de colombia y se crea la jurisdiccion especial para la mujer;;;;NO ACTUAR;;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;VALENTINA SOSSA;;;139 DE 2023;Por medio de la cual se reconoce a la Asociacion de Trabajadores Campesinos del Carare - ATCC como una organizacion campesina promotora y defensora de la paz y los derechos humanos en la region del Carare y se dictan otras disposiciones;;;;NO ACTUAR;Se exalta y reconoce en el ambito nacional e internacional a la Asociacion de Trabajadores Campesinos del Carare  (ATCC) por su historico aporte a la defensa de los Derechos Humanos, al desarrollo social y comunitario de la region del Carare, asi como destacar su vocacion y compromiso con la paz y la democracia;5;"1. Objeto. 2. Acto de reconocimiento por parte del Gobierno nacional a la ATCC en el corregimiento de La India, municipio de Landazuri, Santander. 3. Se autoriza al Gobierno para construir: la Casa Museo e Instituto de Formacion para la Vida, la paz y la reconciliacion en La India; dotacion de un Banco de Maquinaria Amarilla para el mantenimiento y mejoramiento de las vias terciarias en el area de influencia; construccion de acueducto comunitario en la Vereda La Pedregosa; dotacion de redes de internet comunitario y mejoramiento de la cobertura en telefonia celular en las 36 veredas del area de influencia y Reconstruccion de la Casa Campesina  de la Asociacion de Trabajadores Campesinos del Carare. 4. Producto audiovisual que reconstruya y resalte la importancia de la Asociacion de Trabajadores Campesinos del Carare en su aporte al origen del pacifismo y la cultura de la no violencia. 5. Vigencia. ";Solo hay de Min. Hacienda en donde indican que es importante que el articulado del proyecto de ley se conserve en terminos de autoricese, para no incurrir en un vicio de inconstitucionalidad.;No hay alertas. ;Votar todo positivo. ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;DANIEL URREA ;;;103 DE 2023;Por medio de la cual se estimula y fomenta la recreacion como estrategia para promover la visita de sitios culturales y turisticos y se dictan otras disposiciones;;;https://www.camara.gov.co/recreacion;NO ACTUAR;Fomentar la visita a espacios turisticos institucionalizando el fin de semana del receso estudiantil de octubre como fin de semana de la cultura y el turismo local sostenible, ademas de un descuento del 50% para el ingreso a estos espacios durante el fin de semana ;6;1. Institucionaliza el fin de semana de la cultura  2. Crea descuento del 50% para acceso a atractivos culturales el ultimo fin de semana de cada mes  3. Ambito de aplicacion: atractivos culturales de la ley general de turismo  4. Beneficiarios  5. Mecanismos de entidades territoriales promover turismo  6. Vigencia y derogatorias ;No hay conceptos;Aunque la gratuidad y los descuentos son mecanismos que deben implementarse con cautela, para no afectar negativamente la voluntad de pago de los consumidores culturales, el hecho de que este proyecto limite estos mecanismos a los atractivos turisticos publicos. Por medio de una proposicion se dejara de manera facultativa para los privados. ;Positivo todos;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado P;CAMILO QUINTERO ;;2024-05-07;314 DE 2023; Por medio de la cual se dictan disposiciones para reducir los volumenes de residuos electricos y electronicos en Colombia producidos por accesorios de carga por cable de telefonos inteligentes y tabletas electronicas.;H.R.Milene Jarava Diaz;H.R. Julian David Lopez Tenorio ;https://www.camara.gov.co/residuos-electricos;NO ACTUAR;El presente proyecto de ley tiene como objeto estandarizar el puerto de carga de todos los dispositivos moviles de informacion y telecomunicaciones que se comercialicen en Colombia, esto con el objetivo de reducir los volumenes de residuos electricos y electronicos que se generan en el territorio nacional, los cuales ocasionan un gran impacto en el medio ambiente y han constituido un grave problema de salud publica, toda vez que alrededor del 80% de estos residuos no se le da una disposicion final adecuada o se reciclan de manera informal, terminando muchas veces en fuentes hidricas.;3;1. Objeto. 2. Cargadior Universal 3. Vigencias y derogatorias.;Hay dos conceptos:   1. Concepto negativo de la Camara Colombiana de Informatica y Telecomunicaciones  CCIT, organizacion gremial que agrupa a las mas importantes empresas del sector de las Tecnologias de la Informacion y las Comunicaciones de Colombia, en donde sugiere archivar el Proyecto de Ley, ya que la adaptacion a la interfaz de carga USB-C esta actualmente considerandose en Europa, y Colombia inevitablemente se beneficiara de esos cambios, siendo innecesario duplicar los requisitos de diseno global existentes.  2. Concepto positivo condicionado a cambios de la SuperServicios: ;Colombia tiene como politica los cielos abiertos pero siempre a traves de la bilateralidad. Por eso Colombia ha firmado 77 tratados bilaterales con otros Estados.;Positivo condicionado ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;DANIEL URREA;;2025-05-13;265 DE 2024;Por medio del cual se establecen las principales lineas de gestion para el abordaje intersectorial de las Infecciones de Transmision Sexual (ITS), el VIH/sida, la coinfeccion TB/VIH y las hepatitis B y C en el territorio nacional y se dictan otras disposiciones;;;https://www.camara.gov.co/infecciones-de-transmision-sexual;NO ACTUAR;Establecer las principales lineas de gestion para el abordaje intersectorial de las Infecciones de Transmision Sexual (ITS), el VIH/sida, la coinfeccion TB/VIH y las hepatitis B y C, de forma que se garantice el acceso a la promocion, prevencion, diagnostico, atencion, tratamiento, rehabilitacion y paliacion para las personas que viven con dichas infecciones o en riesgo de adquirirlas, con especial enfasis en aquellas que se encuentran en contextos de vulnerabilidad;15;"1. Objeto  2. De la gestion integral interseccional. Entidades publicas y privadas, EPS, y otras, como corresponsables de esta problematica  3. Objetivos.  4. Lineas de gestion integral. Sector salud, sector educacion, sector laboral, sector justicia, sector inclusion social, igualdad y equidad; sector TIC, sector ciencias, tecnologia e innovacion;  5. Participacion de la comunidad en la respuesta.  6. De la articulacion con la atencion primaria en salud.  7. Plan nacional de respuesta. se actualizara cada 5 anos  8. Consejo Nacional de Sida.  9. Mecanismos de seguimiento y monitoreo -Sistema de Informacion de Actividades Comunitarias y Colectivas en Salud Sexual y Reproductiva 10. Vigilancia  11. Informes de seguimiento  12. Fuentes de financiacion.  13. Reglamentacion 14. Atencion diferencial a mujeres  15. Vigencia ";No hay ;Art. 3: numeracion de objetivos esta mal (empieza en 12)  En general, se trata de un proyecto bastante necesario y ambicioso, sobre todo teniendo en cuenta las cifras recientes de las enfermedades en mencion. Sobre algunos puntos, sobre todo los art. 4, 5, 9, seguramente se abriran debates pues contienen unas disposiciones poblacionales.   Aunque alerta el impacto fiscal de este proyecto (no se reporta un concepto de Hacienda), dada la coyuntura del tema de salud y la creciente importancia de las enfermedades en mencion, es un proyecto con una vision progresista del derecho a la salud y puede ser provechoso asumir una posicion de apoyo sensato al proyecto. En este sentido, se podrian identificar los articulos o puntos innegociables, para separarlos de los prescindibles y polemicos. ;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
